title,petitionId,signatureCount,signaturesNeeded,signatureProgress,url,created,deadline,description,isSignable,isPublic
"the RETRIEVAL OF
KOREAN CHOSUN DYNASTY ROYAL SEALS---NATIONAL TREASURES","5321618a2f2c88ab18000001",3044,96956,3.139568464045547,"https://petitions.whitehouse.gov/petition/retrieval-korean-chosun-dynasty-royal-seals-national-treasures/RVR2nRtv",2014-03-13T07:58:27.000Z,2014-04-12T07:58:27.000Z,,false,true
"Suspend the license of the xenophobic and war mongering TV station Russia Today (RT) America based in Washington, D.C.","53208125eab72ada76000010",794,99206,0.8003548172489567,"https://petitions.whitehouse.gov/petition/suspend-license-xenophobic-and-war-mongering-tv-station-russia-today-rt-america-based-washington-dc/L9CRYPf2",2014-03-12T15:50:23.000Z,2014-04-11T15:50:23.000Z,,false,true
"Abolish the daylight savings time change and make it daylight savings time every day.","531cf31800e579bc3f000011",1057,98943,1.068291844799531,"https://petitions.whitehouse.gov/petition/abolish-daylight-savings-time-change-and-make-it-daylight-savings-time-every-day/NjxGSYph",2014-03-09T23:09:21.000Z,2014-04-08T23:09:21.000Z,,false,true
"Appeal to Chimerix Inc to release a compassionate use dose of Brincidofovir to Josh Hardy to save his life.","531b2ed67043014525000010",5238,94762,5.527532133133534,"https://petitions.whitehouse.gov/petition/appeal-chimerix-inc-release-compassionate-use-dose-brincidofovir-josh-hardy-save-his-life/Jqg7ZMrR",2014-03-08T15:15:18.000Z,2014-04-07T14:15:18.000Z,,false,true
"make Phil Jackson the President of Basketball Operations for the Los Angeles Lakers.","531a47d76ce61ccf4d00000d",276,99724,0.276763868276443,"https://petitions.whitehouse.gov/petition/make-phil-jackson-president-basketball-operations-los-angeles-lakers/MtyR2LmH",2014-03-07T22:33:46.000Z,2014-04-06T21:33:46.000Z,,false,true
"Chinese government secret human experiments----Require the attention of the world's people x","5317c6c26889383217000005",336,99664,0.3371327660940761,"https://petitions.whitehouse.gov/petition/chinese-government-secret-human-experiments-require-attention-worlds-people-中国政府秘密人体实验，请求世界人民关注/Y7VVjrCz",2014-03-06T01:00:29.000Z,2014-04-05T00:00:29.000Z,,false,true
"Encourage a better national work ethic by creating a Department of Work focused on inspiring people (cabinet-level).","53173c662f2c88080c00000b",325,99675,0.3260596940055179,"https://petitions.whitehouse.gov/petition/encourage-better-national-work-ethic-creating-department-work-focused-inspiring-people-cabinet-level/HCTWVTH3",2014-03-05T15:22:42.000Z,2014-04-04T14:22:42.000Z,,false,true
"Free Robert Duncan!","5314c35ceab72a2c02000002",3390,96610,3.508953524479867,"https://petitions.whitehouse.gov/petition/free-robert-duncan/czRrS2hr",2014-03-03T18:17:14.000Z,2014-04-02T17:17:14.000Z,,false,true
"Enforce the Son of Sam Law in California which stops Criminals from profiting from the Crimes they've committed.","53125776688938751500000e",269,99731,0.2697255617611375,"https://petitions.whitehouse.gov/petition/enforce-son-sam-law-california-which-stops-criminals-profiting-crimes-theyve-committed/q0k9p549",2014-03-01T22:49:55.000Z,2014-03-31T21:49:55.000Z,,false,true
"Recognize the First of March, 2014, as National Helix Day. To be observed annually on all subsequent Firsts of March","5311b42800e579fa3a00000f",6865,93135,7.371020561550437,"https://petitions.whitehouse.gov/petition/recognize-first-march-2014-national-helix-day-be-observed-annually-all-subsequent-firsts-march/vcPGF0Tk",2014-03-01T10:36:31.000Z,2014-03-31T09:36:31.000Z,,false,true
"NAME THE SECOND FRIDAY IN OCTOBER NATIONAL HAUNTED HOUSE DAY.","53110ba300e579cb1e00000f",349,99651,0.3502222757423408,"https://petitions.whitehouse.gov/petition/name-second-friday-october-national-haunted-house-day/vZFb0gxv",2014-10-07T17:22:52.000Z,2014-11-06T18:22:52.000Z,,false,true
"support public schools and give education posts to those who have worked in and support PUBLIC schools.","53100857a9a0b1a054000005",793,99207,0.7993387563377583,"https://petitions.whitehouse.gov/petition/support-public-schools-and-give-education-posts-those-who-have-worked-and-support-public-schools/5sQJpJcm",2014-02-28T03:59:35.000Z,2014-03-30T02:59:35.000Z,,false,true
"Petition For POTUS to Acknowledge Kazakhstan's Contribution to a Safer World","530f3d5a2bcfa3a85500001a",397,99603,0.3985823720169072,"https://petitions.whitehouse.gov/petition/petition-potus-acknowledge-kazakhstans-contribution-safer-world/FXKcypkx",2014-02-27T13:31:06.000Z,2014-03-29T12:31:06.000Z,,false,true
"Tell Ugandan President Yoweri Museveni that he is a Ding-Dong-Boob-Poopy and request he kill himself.","530e04c52bcfa37257000018",626,99374,0.6299434459717834,"https://petitions.whitehouse.gov/petition/tell-ugandan-president-yoweri-museveni-he-ding-dong-boob-poopy-and-request-he-kill-himself/chNnQPpc",2014-02-26T15:29:41.000Z,2014-03-28T14:29:41.000Z,,false,true
"Declare January 31st National Omphalocele Awareness Day","530d12fe6ce61c2379000004",393,99607,0.3945505837943116,"https://petitions.whitehouse.gov/petition/declare-january-31st-national-omphalocele-awareness-day/m10FrW5t",2014-02-25T22:10:14.000Z,2014-03-27T21:10:14.000Z,,false,true
"Cut all aid that the United States sends to Uganda due to President Yoweri Museveni signing the anti-gay bill into law.","530b8942704301710c000008",1302,98698,1.319175667186772,"https://petitions.whitehouse.gov/petition/cut-all-aid-united-states-sends-uganda-due-president-yoweri-museveni-signing-anti-gay-bill-law/34jjBpGM",2014-02-24T18:20:08.000Z,2014-03-26T17:20:08.000Z,,false,true
"Inscribe on our nation's coins: ANTI-RACIST IS A CODE WORD FOR ANTI-WHITE","530978436ce61cc748000009",332,99668,0.3331059116266003,"https://petitions.whitehouse.gov/petition/inscribe-our-nations-coins-anti-racist-code-word-anti-white/rXsQDL0r",2014-03-01T05:23:51.000Z,2014-03-31T04:23:51.000Z,,false,true
"To have a mandatory investigation of all domesticated animal biting and attack reports.","53080db9a9a0b1a031000009",2756,97244,2.834108016947061,"https://petitions.whitehouse.gov/petition/have-mandatory-investigation-all-domesticated-animal-biting-and-attack-reports/DfbtNprX",2014-02-22T02:42:10.000Z,2014-03-24T01:42:10.000Z,,false,true
"Remove ""advancement of religion"" from the valid exempt purposes under Section 501(c)3 of the Internal Revenue Code","530626582f2c88a16c000006",2532,97468,2.597775680223253,"https://petitions.whitehouse.gov/petition/remove-advancement-religion-valid-exempt-purposes-under-section-501c3-internal-revenue-code/1XMvTQWm",2014-02-20T16:27:14.000Z,2014-03-22T15:27:14.000Z,,false,true
"On Ukrainian language: x x'x x x, x x, x x, x x x x!","5304641fee140fba43000000",624,99376,0.6279182096280792,"https://petitions.whitehouse.gov/petition/ukrainian-language-заради-здоровя-простих-людей-людського-життя-будь-ласка-зупиніть-режим-диктатора/JG8N00MY",2014-02-19T08:11:40.000Z,2014-03-21T07:11:40.000Z,,false,true
"Safeguard The Sovereignty of Sri Lanka, And Not Pass A Resolution Against Sri Lanka for Alleged War Crimes.","5302d22dcde5b8dd0b000001",412,99588,0.4137044623850263,"https://petitions.whitehouse.gov/petition/safeguard-sovereignty-sri-lanka-and-not-pass-resolution-against-sri-lanka-alleged-war-crimes/VvwB6LgR",2014-02-18T04:32:04.000Z,2014-03-20T03:32:04.000Z,,false,true
"PRESIDENT BARACK OBAMA 
PLEASE HELP FIND HARRY
MISSING SINCE JANUARY 25,2014","530141b14bb7c61d6a00000c",2491,97509,2.554635982319581,"https://petitions.whitehouse.gov/petition/president-barack-obama-please-help-find-harry-missing-january-252014/qxs9ylxX",2014-02-16T23:00:59.000Z,2014-03-18T22:00:59.000Z,,false,true
"Impose stricter laws and relinquish the right to bail or any release of anyone convicted of pedophilia or any sex crimes","52ff3b148cce3f9073000002",2527,97473,2.592512798415971,"https://petitions.whitehouse.gov/petition/impose-stricter-laws-and-relinquish-right-bail-or-any-release-anyone-convicted-pedophilia-or-any-sex/VdmZBvqz",2014-03-12T07:14:14.000Z,2014-04-11T07:14:14.000Z,,false,true
"Intervene and help all Venezuelans suffering and fighting for freedom of the dictatorship and being killed brutally","52fd8b4c2f2c88d82f000003",22795,77205,29.52528981283596,"https://petitions.whitehouse.gov/petition/intervene-and-help-all-venezuelans-suffering-and-fighting-freedom-dictatorship-and-being-killed/45zvJvHj",2014-02-14T03:44:19.000Z,2014-03-16T02:44:19.000Z,,false,true
"We petition the Obama Administration to please help VENEZUELA to fight for it's freedom &amp; stop the killing of innocents","52fd15554f14ab6a5e00001b",7240,92760,7.805088400172489,"https://petitions.whitehouse.gov/petition/we-petition-obama-administration-please-help-venezuela-fight-its-freedom-stop-killing-innocents/Yc2YVRZL",2014-02-13T19:02:05.000Z,2014-03-15T18:02:05.000Z,,false,true
"aid and assist the people of Venezuela, who are suffering horrible injustice at the hand of their corrupt president.","52fcce88704301ae2e000015",3347,96653,3.462903375994538,"https://petitions.whitehouse.gov/petition/aid-and-assist-people-venezuela-who-are-suffering-horrible-injustice-hand-their-corrupt-president/MtFDRsLc",2014-02-13T14:00:41.000Z,2014-03-15T13:00:41.000Z,,false,true
"Grant 5 year old, orphan, Moses Barkema a visa to come live with his forever family.","52fc1c996889389b5f000008",2082,97918,2.126268918891317,"https://petitions.whitehouse.gov/petition/grant-5-year-old-orphan-moses-barkema-visa-come-live-his-forever-family/R5n2kwtj",2014-02-13T01:25:29.000Z,2014-03-15T00:25:29.000Z,,false,true
"Recorgnize the so called DNR (Donetsk People Republic) and LNR (Lugansk People Republic) terroristic organisations","54c4233d6889381762000000",1457,98543,1.478542362217509,"https://petitions.whitehouse.gov/petition/recorgnize-so-called-dnr-donetsk-people-republic-and-lnr-lugansk-people-republic-terroristic/V78C6RQz",2015-01-24T23:03:46.000Z,2015-02-23T23:03:46.000Z,,true,true
"The name of America's tallest mountain must be returned.","54c1d5ddee140f980f000004",382,99618,0.383464835672268,"https://petitions.whitehouse.gov/petition/name-americas-tallest-mountain-must-be-returned/7ss39rj1",2015-01-23T23:48:57.000Z,2015-02-22T23:48:57.000Z,,true,true
"Provide defensive weapons to Ukraine as authorized by the xUkraine Freedom Support Act of 2014x (S.2828)","54c04d2500e579fb67000000",7351,92649,7.93424645705836,"https://petitions.whitehouse.gov/petition/provide-defensive-weapons-ukraine-authorized-“ukraine-freedom-support-act-2014”-s2828/V5zVyVTR",2015-01-22T01:26:20.000Z,2015-02-21T01:26:20.000Z,,true,true
"Medal of Honor for Cris Kyle","54bdc478688938924c000000",2665,97335,2.737966815636719,"https://petitions.whitehouse.gov/petition/medal-honor-cris-kyle/M8PZc3CM",2015-01-20T03:03:43.000Z,2015-02-19T03:03:43.000Z,,true,true
"help free Nadiya Savchenko","54b9c2dca9a0b1a876000000",1734,98266,1.764598131601978,"https://petitions.whitehouse.gov/petition/help-free-nadiya-savchenko/NS7bHz0T",2015-01-17T02:16:14.000Z,2015-02-16T02:16:14.000Z,,true,true
"Grant immediate asylum to Mohammad Gulab and his family","54b77f0ca9a0b1cb7c000003",469,99531,0.4712099747817263,"https://petitions.whitehouse.gov/petition/grant-immediate-asylum-mohammad-gulab-and-his-family/RXLkWTW5",2015-01-15T09:12:18.000Z,2015-02-14T09:12:18.000Z,,true,true
"Eliminate Common Core, eliminate high stakes testing of our students, protect the rights of parents  in education","54b5ccfb6ce61ca450000001",432,99568,0.4338743371364294,"https://petitions.whitehouse.gov/petition/eliminate-common-core-eliminate-high-stakes-testing-our-students-protect-rights-parents-education/JRXqpLyL",2015-01-14T01:59:18.000Z,2015-02-13T01:59:18.000Z,,true,true
"Full Legalization of Marijuana in the United States of America","54b3a39700e579fc4d000000",13370,86630,15.4334526145677,"https://petitions.whitehouse.gov/petition/full-legalization-marijuana-united-states-america/4J1C5skR",2015-01-12T16:03:32.000Z,2015-02-11T16:03:32.000Z,,true,true
"Seek Justice for Jessica.","54af14cfee140fed69000000",3342,96658,3.457551366674254,"https://petitions.whitehouse.gov/petition/seek-justice-jessica/0NQN0fq1",2015-01-09T00:04:54.000Z,2015-02-08T00:04:54.000Z,,true,true
"Require CDC to list All Gun incidents of Death and Injury Online. Similar to NTSB which lists all aircraft accidents.","54ab70ac2f2c884e37000002",545,99455,0.5479865265698054,"https://petitions.whitehouse.gov/petition/require-cdc-list-all-gun-incidents-death-and-injury-online-similar-ntsb-which-lists-all-aircraft/DmQClht1",2015-01-06T05:29:20.000Z,2015-02-05T05:29:20.000Z,,true,true
"Investigate the NFL for crooked officiating during the NFL playoff game between the Detroit Lions and Dallas Cowboys","54aa0ebeeab72a5f6c000000",312,99688,0.3129764866383115,"https://petitions.whitehouse.gov/petition/investigate-nfl-crooked-officiating-during-nfl-playoff-game-between-detroit-lions-and-dallas-cowboys/70HYrVsm",2015-01-05T04:28:12.000Z,2015-02-04T04:28:12.000Z,,true,true
"Let us keep our American dream","54a88354eab72a4f78000002",9013,90987,9.905810720212777,"https://petitions.whitehouse.gov/petition/let-us-keep-our-american-dream/8mhq5PG1",2015-01-04T00:12:33.000Z,2015-02-03T00:12:33.000Z,,true,true
"Apply Civil Rights to Family Law to end the dysfunction of the Family Court System.","54a537b56ce61c2f22000001",509,99491,0.5116040646892684,"https://petitions.whitehouse.gov/petition/apply-civil-rights-family-law-end-dysfunction-family-court-system/xl9qwZy5",2015-01-01T12:24:09.000Z,2015-01-31T12:24:09.000Z,,true,true
"Ban ""Conversion Therapies"" for the LGBT community","54a3c318adfd95b602000003",524,99476,0.5267602235715148,"https://petitions.whitehouse.gov/petition/ban-conversion-therapies-lgbt-community/KXS5gc2S",2014-12-31T09:51:21.000Z,2015-01-30T09:51:21.000Z,,true,true
"call for the Chinese authority to stop blocking major Internet services, such as Gmail, via the Great Firewall","54a0b963a9a0b19e77000000",6881,93119,7.38946938863175,"https://petitions.whitehouse.gov/petition/call-chinese-authority-stop-blocking-major-internet-services-such-gmail-great-firewall/LdTvXqJw",2014-12-29T03:24:17.000Z,2015-01-28T03:24:17.000Z,,false,true
"Work with Congress to pass and sign a law to protect journalistic integrity and honesty.","549e3f1c6ce61cca4d000000",7654,92346,8.288393649968597,"https://petitions.whitehouse.gov/petition/work-congress-pass-and-sign-law-protect-journalistic-integrity-and-honesty/dVNsG1mS",2014-12-27T05:30:20.000Z,2015-01-26T05:30:20.000Z,,false,true
"Stop immigration and stop giving benefits to illegal aliens","549cf3fb00e579755e000001",506,99494,0.5085733813094258,"https://petitions.whitehouse.gov/petition/stop-immigration-and-stop-giving-benefits-illegal-aliens/zvlg6J6V",2014-12-26T05:49:02.000Z,2015-01-25T05:49:02.000Z,,false,true
"Tell all law enforcement that the American people have a right to video/audio record police in public while on duty.","549824442bcfa32a13000000",650,99350,0.6542526421741319,"https://petitions.whitehouse.gov/petition/tell-all-law-enforcement-american-people-have-right-videoaudio-record-police-public-while-duty/B62cQN4x",2014-12-22T14:23:41.000Z,2015-01-21T14:23:41.000Z,,false,true
"Recognize the violent, on-duty death of any sworn law enforcement officer and denounce the use of violence.","54961ce0a9a0b18808000000",604,99396,0.6076703287858667,"https://petitions.whitehouse.gov/petition/recognize-violent-duty-death-any-sworn-law-enforcement-officer-and-denounce-use-violence/8YLKtsQy",2014-12-21T01:21:24.000Z,2015-01-20T01:21:24.000Z,,false,true
"Extradite convicted cop killer Joanne Chesimard from Cuba and restore justice for our fallen heroes.","54942a7f2f2c880a58000001",668,99332,0.6724922482180969,"https://petitions.whitehouse.gov/petition/extradite-convicted-cop-killer-joanne-chesimard-cuba-and-restore-justice-our-fallen-heroes/7JJ7Vnfk",2014-12-19T14:01:53.000Z,2015-01-18T14:01:53.000Z,,false,true
"Encourage Sony to Distribute ""The Interview"" to Those Americans Who Wish to See the Film.","549262ca2bcfa3ae23000000",404,99596,0.4056387806739227,"https://petitions.whitehouse.gov/petition/encourage-sony-distribute-interview-those-americans-who-wish-see-film/LM5VqptY",2014-12-18T05:20:26.000Z,2015-01-17T05:20:26.000Z,,false,true
"Introduce National Police Officer Appreciation Month or Day to the US Calendar to honor the people that keep us safe.","548d82deadfd957929000000",771,99229,0.7769905975067772,"https://petitions.whitehouse.gov/petition/introduce-national-police-officer-appreciation-month-or-day-us-calendar-honor-people-keep-us-safe/WVJpTjmY",2014-12-14T12:38:06.000Z,2015-01-13T12:38:06.000Z,,false,true
"Protect our privacy and please veto HR 4681, aka The Intelligence Authorization Act for Fiscal Year 2015.","548a2aaa2bcfa39c54000000",10030,89970,11.14816049794376,"https://petitions.whitehouse.gov/petition/protect-our-privacy-and-please-veto-hr-4681-aka-intelligence-authorization-act-fiscal-year-2015/lln5hN5c",2014-12-11T23:47:45.000Z,2015-01-10T23:47:45.000Z,,false,true
"Give GS pay to TSA","54882fbaa9a0b19676000000",497,99503,0.4994824276654975,"https://petitions.whitehouse.gov/petition/give-gs-pay-tsa/1G9XC3hq",2014-12-10T11:46:56.000Z,2015-01-09T11:46:56.000Z,,false,true
"Stop the attack on Pensions.","5487528d6ce61c5f4f000001",844,99156,0.8511839929000767,"https://petitions.whitehouse.gov/petition/stop-attack-pensions/yclsz1fq",2014-12-09T19:55:07.000Z,2015-01-08T19:55:07.000Z,,false,true
"respect the will of the majority of Americans, and Congress, and not sign the TPP Trade Agreement.","54845cba2f2c88b725000001",175,99825,0.1753067868770348,"https://petitions.whitehouse.gov/petition/respect-will-majority-americans-and-congress-and-not-sign-tpp-trade-agreement/bknQlcdD",2014-12-07T15:16:35.000Z,2015-01-06T15:16:35.000Z,,false,true
"Stop the infamous DDOS hackers, and fake bomb threat callers, called Lizard Squad","54825e78a9a0b1127b000000",9246,90754,10.18798069506578,"https://petitions.whitehouse.gov/petition/stop-infamous-ddos-hackers-and-fake-bomb-threat-callers-called-lizard-squad/TvqcSC47",2014-12-06T01:46:27.000Z,2015-01-05T01:46:27.000Z,,false,true
"Open a Civil Rights Case Against Officer Daniel Pantaleo","5480e313688938187a000004",454,99546,0.4560705603439616,"https://petitions.whitehouse.gov/petition/open-civil-rights-case-against-officer-daniel-pantaleo/S0b1sgdV",2014-12-04T22:49:19.000Z,2015-01-03T22:49:19.000Z,,false,true
"require employers to provide, at minimum, 12 weeks of paid parental leave.","54808b956889380435000002",611,99389,0.6147561601384459,"https://petitions.whitehouse.gov/petition/require-employers-provide-minimum-12-weeks-paid-parental-leave/96H1PZRC",2014-12-04T16:39:05.000Z,2015-01-03T16:39:05.000Z,,false,true
"Allow motorcycle lane sharing on all public roads","547dff392f2c88f55b000002",14672,85328,17.19482467654228,"https://petitions.whitehouse.gov/petition/allow-motorcycle-lane-sharing-all-public-roads/qP86QbjN",2014-12-02T18:11:16.000Z,2015-01-01T18:11:16.000Z,,false,true
"Call for and Join an International Coalition and Multi-National Army to Stop the IS.","547a1bdaadfd954502000001",304,99696,0.30492697801316,"https://petitions.whitehouse.gov/petition/call-and-join-international-coalition-and-multi-national-army-stop/LFQ4fNdw",2014-11-29T20:17:18.000Z,2014-12-29T20:17:18.000Z,,false,true
"seek justice against Louis Head, stepfather of Mike Brown.","54763b452f2c88ac41000000",3631,96369,3.767809150245411,"https://petitions.whitehouse.gov/petition/seek-justice-against-louis-head-stepfather-mike-brown/hSjXD6rN",2014-11-26T20:51:21.000Z,2014-12-26T20:51:21.000Z,,false,true
"revoke visas for Tolokonnikova, Alekhina and Verzilov, and prevent them from entering the United States of America","5475d6ab6ce61cd306000000",550,99450,0.5530417295123178,"https://petitions.whitehouse.gov/petition/revoke-visas-tolokonnikova-alekhina-and-verzilov-and-prevent-them-entering-united-states-america/lzf4F5vW",2014-11-26T13:35:33.000Z,2014-12-26T13:35:33.000Z,,false,true
"NO JUSTICE, NO PEACE","54750a48688938563e000000",511,99489,0.5136246218174874,"https://petitions.whitehouse.gov/petition/no-justice-no-peace/dtmWNWjf",2014-11-25T23:04:32.000Z,2014-12-25T23:04:32.000Z,,false,true
"Force all law enforcement officers to wear body cameras.","5473f8dfa9a0b1df52000000",50666,49334,102.6999635140066,"https://petitions.whitehouse.gov/petition/force-all-law-enforcement-officers-wear-body-cameras/8S1gbMZQ",2014-11-25T03:41:33.000Z,2014-12-25T03:41:33.000Z,,false,true
"Investigate the corruption in the Department of Children and Families nationwide. Fathers above Fosters","54715afdeab72a5375000001",225,99775,0.2255073916311701,"https://petitions.whitehouse.gov/petition/investigate-corruption-department-children-and-families-nationwide-fathers-above-fosters/5MVXwr2Q",2014-11-23T04:33:12.000Z,2014-12-23T04:33:12.000Z,,false,true
"To BAN genetically modified organisms, GMOs, from the people and animals of the United States food supply","546e512beab72aed3a000001",2072,97928,2.115840209133241,"https://petitions.whitehouse.gov/petition/ban-genetically-modified-organisms-gmos-people-and-animals-united-states-food-supply/4ZmLb44q",2014-11-20T21:02:57.000Z,2014-12-20T21:02:57.000Z,,false,true
"We request  new federal legislation requiring KKK, Neo-Nazi and other hate group members to register by state","546c13e72bcfa34324000000",481,99519,0.4833247922507259,"https://petitions.whitehouse.gov/petition/we-request-new-federal-legislation-requiring-kkk-neo-nazi-and-other-hate-group-members-register/rJsJKXBS",2014-11-19T03:53:41.000Z,2014-12-19T03:53:41.000Z,,false,true
"Pardon Charly Wingate","546adff4688938495c000000",523,99477,0.5257496707781698,"https://petitions.whitehouse.gov/petition/pardon-charly-wingate/d8qHJTct",2014-11-18T21:07:04.000Z,2014-12-18T21:07:04.000Z,,false,true
"Stop the purchase of Maasai Tribal land by a Dubai Royal Family","546967b92f2c88e110000000",271,99729,0.2717364056593368,"https://petitions.whitehouse.gov/petition/stop-purchase-maasai-tribal-land-dubai-royal-family/qyzY24K0",2014-11-17T03:18:10.000Z,2014-12-17T03:18:10.000Z,,false,true
"Remove Tina Thomas-Manning from the list of ""Future Ready"" school superintendents invited to the White House, please.","54667c27a9a0b1cb14000000",859,99141,0.8664427431637768,"https://petitions.whitehouse.gov/petition/remove-tina-thomas-manning-list-future-ready-school-superintendents-invited-white-house-please/B34f3W3W",2014-11-14T22:15:46.000Z,2014-12-14T22:15:46.000Z,,false,true
"address the inhumanity occurring in North Korea through international diplomacy and domestic efforts to raise awareness.","54651a18eab72ac73f000003",273,99727,0.2737473302114773,"https://petitions.whitehouse.gov/petition/address-inhumanity-occurring-north-korea-through-international-diplomacy-and-domestic-efforts-raise/6b5F6QLs",2014-11-13T20:54:14.000Z,2014-12-13T20:54:14.000Z,,false,true
"Delay any executive action on immigration to allow the newly elected congress of the people to act on this issue.","5463c7af6889381b49000001",496,99504,0.4984724232191671,"https://petitions.whitehouse.gov/petition/delay-any-executive-action-immigration-allow-newly-elected-congress-people-act-issue/NmLPplLt",2014-11-14T15:47:42.000Z,2014-12-14T15:47:42.000Z,,false,true
"Exercise Presidential VETO POWER should Congress vote to approve KEYSTONE XL PIPELINE.","54615bbb688938a140000003",1469,98531,1.490901340694807,"https://petitions.whitehouse.gov/petition/exercise-presidential-veto-power-should-congress-vote-approve-keystone-xl-pipeline/M8jhr2Bx",2014-11-11T01:04:22.000Z,2014-12-11T01:04:22.000Z,,false,true
"challenge Washington State's initiative 594 in federal court as  violating the Second Amendment to the US Constitution!","545d8ade00e579fe03000002",782,99218,0.7881634380858312,"https://petitions.whitehouse.gov/petition/challenge-washington-states-initiative-594-federal-court-violating-second-amendment-us-constitution/4TPrQV7y",2014-11-08T03:16:43.000Z,2014-12-08T03:16:43.000Z,,false,true
"Pardon spouses of United States Citizen subject to permanent immigration bars because of unlawful presence.","545bb07f704301da6f000000",604,99396,0.6076703287858667,"https://petitions.whitehouse.gov/petition/pardon-spouses-united-states-citizen-subject-permanent-immigration-bars-because-unlawful-presence/KBgzQCLp",2014-11-06T17:35:13.000Z,2014-12-06T17:35:13.000Z,,false,true
"Get rid of the penny.","5458604cadfd95bc53000002",453,99547,0.4550614282700634,"https://petitions.whitehouse.gov/petition/get-rid-penny/fTCvcv0N",2014-11-04T05:18:57.000Z,2014-12-04T05:18:57.000Z,,false,true
"Put an end to State legislature banning direct vehicle sales.","5453a8022bcfa34767000003",517,99483,0.5196867806559915,"https://petitions.whitehouse.gov/petition/put-end-state-legislature-banning-direct-vehicle-sales/WdLdkT20",2014-10-31T15:41:11.000Z,2014-11-30T16:41:11.000Z,,false,true
"Assyrians right to live safely","5450ee58a9a0b1711c000002",382,99618,0.383464835672268,"https://petitions.whitehouse.gov/petition/assyrians-right-live-safely/LMjqGjPH",2014-10-29T14:09:46.000Z,2014-11-28T15:09:46.000Z,,false,true
"Not reduce per diem allowances for the Defense Department employees.","544be7182f2c88fa27000003",737,99263,0.7424720187783969,"https://petitions.whitehouse.gov/petition/not-reduce-diem-allowances-defense-department-employees/L8s7gWRd",2014-10-25T18:18:26.000Z,2014-11-24T19:18:26.000Z,,false,true
"End daylight savings time. Pick with standard time or daylight savings time and leave the clocks alone.","544a74632f2c886854000000",2469,97531,2.531502804236601,"https://petitions.whitehouse.gov/petition/end-daylight-savings-time-pick-standard-time-or-daylight-savings-time-and-leave-clocks-alone/JZvpnFc8",2014-10-24T15:48:16.000Z,2014-11-23T16:48:16.000Z,,false,true
"Save the thousands of Yezidis still stranded on Mt Shingal in Iraq from the renewed offensive of ISIS.","5447acdd6ce61c7731000000",535,99465,0.5378776454029056,"https://petitions.whitehouse.gov/petition/save-thousands-yezidis-still-stranded-mt-shingal-iraq-renewed-offensive-isis/367Dj1P6",2014-10-22T13:15:36.000Z,2014-11-21T14:15:36.000Z,,false,true
"Pardon Charly Wingate","5443dfafadfd95e27e000000",498,99502,0.5004924524130168,"https://petitions.whitehouse.gov/petition/pardon-charly-wingate/5Pf6PTF9",2014-12-19T19:44:56.000Z,2015-01-18T19:44:56.000Z,,false,true
"A General Strike in Response to the Federal Government's Inaction on the Ebola Crisis","544170deee140f5559000000",1029,98971,1.039698497539683,"https://petitions.whitehouse.gov/petition/general-strike-response-federal-governments-inaction-ebola-crisis/j9wrQmKN",2014-10-17T19:54:12.000Z,2014-11-16T20:54:12.000Z,,false,true
"Allow Enlistments immediately under the Military Accessions Vital to the National Interest (Mavni) Program","543ffba5eab72a4a41000001",741,99259,0.7465318006427629,"https://petitions.whitehouse.gov/petition/allow-enlistments-immediately-under-military-accessions-vital-national-interest-mavni-program/N2jz5T1Q",2014-10-16T17:12:08.000Z,2014-11-15T18:12:08.000Z,,false,true
"RESTRICT ALL COMMERCIAL AIR TRAFFIC INTO THE UNITED STATES FROM COUNTRIES AFFECTED BY THE EBOLA OUTBREAK.","543ef4732f2c880b02000000",1511,98489,1.534181482195981,"https://petitions.whitehouse.gov/petition/restrict-all-commercial-air-traffic-united-states-countries-affected-ebola-outbreak/7Hv15ry7",2014-10-15T22:45:58.000Z,2014-11-14T23:45:58.000Z,,false,true
"Investigate Jehovah's Witness' Leaders For Child Abuse Cover Up And Protecting Child Abusers","543c5eee2f2c88602d000000",268,99732,0.2687201700557494,"https://petitions.whitehouse.gov/petition/investigate-jehovahs-witness-leaders-child-abuse-cover-and-protecting-child-abusers/nLBCT5mN",2014-10-14T00:15:10.000Z,2014-11-13T01:15:10.000Z,,false,true
"Release Anthony A. Pichardo and give him back his legal permanent resident status.","543b303d7043012d5f000001",207,99793,0.2074293788141453,"https://petitions.whitehouse.gov/petition/release-anthony-pichardo-and-give-him-back-his-legal-permanent-resident-status/MC2k9p5v",2014-10-13T15:00:22.000Z,2014-11-12T16:00:22.000Z,,false,true
"pardon Todd Gurley for any possible wrongdoings and ordering the NCAA and UGA to cancel any investigations.","543706302bcfa32405000000",10169,89831,11.32014560675045,"https://petitions.whitehouse.gov/petition/pardon-todd-gurley-any-possible-wrongdoings-and-ordering-ncaa-and-uga-cancel-any-investigations/DxgcFd9Z",2014-10-09T22:04:50.000Z,2014-11-08T23:04:50.000Z,,false,true
"Change the Columbus Day Holiday to Indigenous Peoplesx Day","54357f102bcfa3a151000001",8681,91319,9.50623638016185,"https://petitions.whitehouse.gov/petition/change-columbus-day-holiday-indigenous-peoples’-day/f2S0P4sd",2014-10-09T13:15:52.000Z,2014-11-08T14:15:52.000Z,,false,true
